"PGA1" "stnm" "stlon" "stlat" "Repi" "siteClass" "AVS30" "event.num" "mag" "eq.type" "depth" "resids"
-0.0102641583525216 "SRCH08" 141.909 43.5138 262.015165 "soft-soil" 346 200412030612.69 5.9 "inter-plate" 47.3 -0.35507550425516
-0.327579774983245 "KKWH04" 142.4056 44.4376 274.659153 "soft-soil" 381 200412030612.69 5.9 "inter-plate" 47.3 -0.369011743638419
-0.092055773039191 "IKRH01" 141.5836 43.4087 284.819996 "hard-soil" 404 200412030612.69 5.9 "inter-plate" 47.3 -0.216547558769161
-0.390340504832951 "SOYH10" 142.6039 44.7433 286.518718 "rock" 588 200412030612.69 5.9 "inter-plate" 47.3 -0.231537646993316
0.317042588287578 "IBUH05" 141.3497 42.5629 300.082118 "soft-soil" 379 200412030612.69 5.9 "inter-plate" 47.3 0.054873268173867
0.585687631392701 "IBUH06" 141.0017 42.4116 330.805428 "hard-soil" 304 200412030612.69 5.9 "inter-plate" 47.3 0.546987236498755
-0.0441718360769334 "IBUH04" 140.665 42.6415 355.0858 "hard-soil" 352 200412030612.69 5.9 "inter-plate" 47.3 0.107323242664989
0.518353616143912 "AOMH06" 141.3738 40.9664 364.887602 "medium-soil" 434 200412030612.69 5.9 "inter-plate" 47.3 0.626715588841636
0.354137839504316 "AOMH01" 140.9127 41.5273 366.957848 "medium-soil" 301 200412030612.69 5.9 "inter-plate" 47.3 0.440493166215873
0.0534445569459859 "OSMH02" 140.6331 41.8374 375.949045 "soft-soil" 325 200412030612.69 5.9 "inter-plate" 47.3 0.240629400246041
0.1418368598227 "IWTH07" 141.5709 40.2705 403.039884 "hard-soil" 395 200412030612.69 5.9 "inter-plate" 47.3 0.3535050754285
0.558778627859476 "AOMH17" 141.3374 40.4492 403.474967 "hard-soil" 378 200412030612.69 5.9 "inter-plate" 47.3 0.800428755723928
-0.386235322437872 "HYMH01" 139.9678 42.4851 413.838447 "hard-soil" 394 200412030612.69 5.9 "inter-plate" 47.3 0.137834027084636
0.363162788701875 "AOMH11" 140.995 40.58 416.265496 "medium-soil" 539 200412030612.69 5.9 "inter-plate" 47.3 0.863058710031402
0.741019871784128 "IWTH01" 141.3423 40.2383 419.262477 "rock" 438 200412030612.69 5.9 "inter-plate" 47.3 1.08809345428961
0.479543640214844 "IWTH12" 141.4245 40.1533 421.05873 "soft-soil" 367 200412030612.69 5.9 "inter-plate" 47.3 0.844435681665385
0.460502740631512 "IWTH06" 141.1709 40.2611 428.028535 "medium-soil" 431 200412030612.69 5.9 "inter-plate" 47.3 0.87492256825956
0.134753870541007 "IWTH11" 141.1915 40.0811 440.681529 "medium-soil" 343 200412030612.69 5.9 "inter-plate" 47.3 0.582850738590175
0.857352883665917 "IWTH02" 141.3826 39.825 450.38868 "hard-soil" 389 200412030612.69 5.9 "inter-plate" 47.3 1.31876998986904
